schedule_id,user_id,fund_id,sip_amount,frequency,debit_day,next_debit,bank_account,status
8579,1763,30,3000,MONTHLY,9,2025-11-05,BOB-8242421895,ACTIVE
8580,372,147,2000,MONTHLY,17,2025-11-05,Kotak-9468815204,CANCELLED
8581,9863,3,500,MONTHLY,21,2025-08-04,HDFC-1152529779,PAUSED
8582,8517,187,3000,MONTHLY,5,2025-03-17,Axis-1712159255,ACTIVE
8583,3472,118,1000,MONTHLY,11,2025-06-16,Union Bank-5454465665,ACTIVE
8584,5194,8,10000,HALF_YEARLY,21,2025-02-03,BOB-2908173325,ACTIVE
8585,6578,93,2000,MONTHLY,28,2025-08-14,Union Bank-9108563499,ACTIVE
8586,8265,121,3000,MONTHLY,4,2025-04-08,SBI-3158833010,ACTIVE
8587,2148,1,1000,MONTHLY,2,2025-07-20,Canara-6732102541,ACTIVE
8588,8862,97,3000,HALF_YEARLY,12,2025-08-13,Kotak-6336037592,ACTIVE
8589,300,111,5000,QUARTERLY,24,2025-02-03,Indian Bank-2537725028,ACTIVE
8590,8585,20,1500,MONTHLY,26,2025-06-02,SBI-1010492280,ACTIVE
8591,3351,18,10000,MONTHLY,12,2025-01-04,SBI-3288672445,ACTIVE
8592,3117,78,5000,QUARTERLY,23,2025-10-05,PNB-6085020999,ACTIVE
8593,1127,71,1500,MONTHLY,3,2025-08-15,BOB-8727536957,ACTIVE
8594,1607,199,10000,MONTHLY,17,2025-04-12,ICICI-8303259633,ACTIVE
8595,3790,166,1500,MONTHLY,27,2025-07-07,ICICI-8246744776,ACTIVE
8596,3011,84,1500,MONTHLY,19,2025-10-25,SBI-4051903566,ACTIVE
8597,3962,236,3000,MONTHLY,19,2025-06-10,BOB-2249687804,ACTIVE
8598,4579,209,5000,MONTHLY,10,2025-07-05,Union Bank-6300527894,ACTIVE
8599,5161,152,1000,HALF_YEARLY,12,2025-11-19,HDFC-7687059924,ACTIVE
8600,5470,37,10000,MONTHLY,19,2025-12-31,Axis-1689150351,COMPLETED
8601,7131,40,10000,MONTHLY,18,2025-07-15,BOB-1184373824,ACTIVE
8602,3671,87,1000,MONTHLY,20,2025-01-17,HDFC-9147032122,ACTIVE
8603,4985,74,3000,MONTHLY,26,2025-02-13,Kotak-5217071881,ACTIVE
8604,5560,158,3000,MONTHLY,11,2025-09-16,BOB-2905877592,ACTIVE
8605,3607,156,5000,YEARLY,16,2025-05-17,ICICI-9622085052,ACTIVE
8606,729,35,10000,QUARTERLY,22,2025-07-21,ICICI-5765074097,ACTIVE
8607,3893,216,10000,MONTHLY,25,2025-06-12,Axis-6663250213,ACTIVE
8608,1994,120,500,MONTHLY,6,2025-01-08,Union Bank-8311203175,ACTIVE
8609,8252,154,1000,MONTHLY,26,2025-04-15,Union Bank-1206235810,ACTIVE
8610,3002,121,1500,MONTHLY,16,2025-04-13,Union Bank-1399533143,ACTIVE
8611,4506,140,10000,MONTHLY,16,2025-10-01,Indian Bank-8942818450,ACTIVE
8612,9326,6,10000,MONTHLY,2,2025-03-27,PNB-7510756759,ACTIVE
8613,5309,222,1000,MONTHLY,15,2025-04-12,HDFC-4479553515,COMPLETED
8614,7418,195,1500,MONTHLY,27,2025-05-06,PNB-8652345766,ACTIVE
8615,3294,176,10000,YEARLY,22,2025-05-10,SBI-7088268349,COMPLETED
8616,7540,140,10000,MONTHLY,24,2025-07-04,SBI-5014899362,ACTIVE
8617,3749,51,3000,MONTHLY,16,2025-02-05,Indian Bank-2372367640,ACTIVE
8618,1141,209,1500,MONTHLY,24,2025-05-28,Canara-4836385864,ACTIVE
8619,3369,45,10000,QUARTERLY,26,2025-03-27,SBI-5583021966,ACTIVE
8620,5186,221,10000,MONTHLY,1,2025-02-10,Indian Bank-8353947896,ACTIVE
8621,343,217,500,QUARTERLY,10,2025-08-27,SBI-2719645768,ACTIVE
8622,724,20,3000,MONTHLY,15,2025-09-10,PNB-8239920538,PAUSED
8623,9723,10,10000,MONTHLY,20,2025-04-02,Axis-4523110939,ACTIVE
8624,281,180,2000,MONTHLY,10,2025-11-25,Kotak-5376703419,ACTIVE
8625,5879,127,1000,MONTHLY,20,2025-07-14,PNB-3394166025,COMPLETED
8626,1565,41,3000,QUARTERLY,24,2025-06-16,Indian Bank-4505814560,ACTIVE
8627,9795,138,2000,YEARLY,15,2025-01-05,HDFC-8230413779,ACTIVE
8628,4402,89,2000,MONTHLY,3,2025-07-22,Indian Bank-3097922582,ACTIVE
8629,485,212,3000,MONTHLY,18,2025-12-09,Kotak-2388201928,ACTIVE
8630,728,205,5000,MONTHLY,28,2025-03-13,Union Bank-3418855688,CANCELLED
8631,1898,220,1500,MONTHLY,19,2025-02-21,Canara-7836136801,CANCELLED
8632,390,106,5000,MONTHLY,5,2025-01-29,Indian Bank-8532777119,ACTIVE
8633,8200,241,2000,MONTHLY,21,2025-07-22,SBI-3555839492,ACTIVE
8634,3598,202,10000,MONTHLY,1,2025-03-17,SBI-3348999851,ACTIVE
8635,219,83,1500,MONTHLY,7,2025-09-19,Kotak-3386668433,ACTIVE
8636,9388,120,1500,QUARTERLY,17,2025-06-12,Union Bank-4895903876,ACTIVE
8637,6170,22,1000,MONTHLY,2,2025-04-18,BOB-7547537443,ACTIVE
8638,5236,204,1500,MONTHLY,25,2025-01-23,ICICI-2370433524,ACTIVE
8639,9238,194,2000,QUARTERLY,21,2025-10-28,Indian Bank-7910433041,ACTIVE
8640,6675,75,10000,MONTHLY,21,2025-11-10,Union Bank-3039837542,ACTIVE
8641,5535,97,1500,MONTHLY,6,2025-02-06,PNB-2099567756,COMPLETED
8642,1804,103,1500,MONTHLY,19,2025-02-22,Indian Bank-9050302811,ACTIVE
8643,9307,187,1500,QUARTERLY,1,2025-05-09,PNB-5505817269,ACTIVE
8644,8141,135,1000,MONTHLY,24,2025-03-17,Indian Bank-7131258088,ACTIVE
8645,1770,222,10000,MONTHLY,17,2025-08-16,SBI-4477864164,ACTIVE
8646,1498,141,1000,MONTHLY,2,2025-03-20,SBI-6882570670,CANCELLED
8647,7568,221,500,YEARLY,26,2025-06-12,ICICI-2764747268,ACTIVE
8648,2578,161,10000,MONTHLY,9,2025-05-24,Kotak-5073403633,ACTIVE
8649,5295,79,3000,MONTHLY,15,2025-09-28,BOB-7297732094,CANCELLED
8650,1926,221,5000,MONTHLY,10,2025-03-10,PNB-2270326193,ACTIVE
8651,2646,1,5000,MONTHLY,25,2025-04-09,Union Bank-2776232793,ACTIVE
8652,4948,83,1000,MONTHLY,6,2025-05-04,ICICI-3677164422,ACTIVE
8653,2192,164,2000,MONTHLY,2,2025-05-16,HDFC-2408871059,ACTIVE
8654,3150,4,1500,MONTHLY,16,2025-02-06,BOB-9639855758,ACTIVE
8655,5413,29,500,MONTHLY,21,2025-05-18,Indian Bank-1417330366,ACTIVE
8656,6248,190,1000,MONTHLY,2,2025-07-02,Union Bank-9816426217,ACTIVE
8657,1454,19,2000,QUARTERLY,12,2025-12-11,Canara-8934016032,ACTIVE
8658,2173,104,5000,MONTHLY,8,2025-01-14,HDFC-9923252776,ACTIVE
8659,564,203,2000,QUARTERLY,22,2025-04-21,BOB-2178987084,ACTIVE
8660,4631,2,10000,MONTHLY,24,2025-07-01,Kotak-2599801636,ACTIVE
8661,6588,160,1000,MONTHLY,17,2025-04-26,ICICI-3484107719,ACTIVE
8662,8970,229,5000,MONTHLY,3,2025-03-25,BOB-5164279467,PAUSED
8663,9234,22,500,MONTHLY,15,2025-08-29,SBI-7388672237,ACTIVE
8664,1895,117,2000,MONTHLY,19,2025-06-22,Canara-7704385738,PAUSED
8665,7158,32,2000,MONTHLY,5,2025-02-11,Union Bank-8478898762,COMPLETED
8666,4231,80,1500,MONTHLY,4,2025-06-26,Canara-9135506934,COMPLETED
8667,9831,136,500,MONTHLY,6,2025-05-31,BOB-5137934343,ACTIVE
8668,2965,158,3000,MONTHLY,22,2025-07-07,PNB-6474689185,ACTIVE
8669,3101,84,500,QUARTERLY,6,2025-07-19,Kotak-3452196668,ACTIVE
8670,681,68,2000,MONTHLY,14,2025-07-10,ICICI-6421518338,ACTIVE
8671,5259,72,5000,MONTHLY,26,2025-04-19,HDFC-1241173122,ACTIVE
8672,2892,109,10000,MONTHLY,11,2025-02-20,ICICI-2936557362,ACTIVE
8673,2153,104,2000,MONTHLY,25,2025-04-25,Axis-4993116811,ACTIVE
8674,1987,18,10000,QUARTERLY,7,2025-12-16,Indian Bank-4524979890,ACTIVE
8675,3023,215,5000,YEARLY,5,2025-03-21,Union Bank-2860350894,ACTIVE
8676,4170,200,500,HALF_YEARLY,5,2025-06-27,HDFC-9032350274,ACTIVE
8677,2970,41,1500,MONTHLY,8,2025-03-03,BOB-5196629852,CANCELLED
8678,3556,44,2000,MONTHLY,20,2025-09-05,PNB-4814582153,ACTIVE
8679,1922,187,1500,QUARTERLY,28,2025-10-02,HDFC-6881726092,ACTIVE
8680,6585,38,3000,QUARTERLY,21,2025-08-14,Kotak-4134537008,ACTIVE
8681,3106,30,1000,MONTHLY,16,2025-10-11,PNB-7150739259,ACTIVE
8682,8330,65,1500,MONTHLY,21,2025-07-19,BOB-5952383721,ACTIVE
8683,5770,176,1000,MONTHLY,18,2025-07-24,Indian Bank-8351242973,ACTIVE
8684,820,213,3000,QUARTERLY,21,2025-01-28,Axis-2685035003,ACTIVE
8685,8387,21,2000,MONTHLY,4,2025-02-24,HDFC-5382749288,ACTIVE
8686,8134,140,1000,MONTHLY,21,2025-12-03,Union Bank-3192295021,ACTIVE
8687,1934,186,1000,MONTHLY,22,2025-08-26,SBI-4938266990,ACTIVE
8688,7915,197,2000,MONTHLY,2,2025-11-18,HDFC-5148650713,ACTIVE
8689,9485,81,10000,HALF_YEARLY,17,2025-02-03,SBI-3056010219,ACTIVE
8690,8123,112,5000,MONTHLY,16,2025-05-12,HDFC-5513156138,ACTIVE
8691,5543,224,3000,MONTHLY,18,2025-12-15,BOB-8735997956,ACTIVE
8692,2232,74,5000,MONTHLY,11,2025-01-30,Kotak-7030283662,PAUSED
8693,3640,129,1500,MONTHLY,14,2025-10-14,Kotak-7085431886,PAUSED
8694,8085,229,1000,HALF_YEARLY,14,2025-08-04,Union Bank-6768434572,ACTIVE
8695,4422,24,1000,HALF_YEARLY,23,2025-08-27,BOB-1380628920,ACTIVE
8696,8829,244,3000,MONTHLY,4,2025-10-11,Canara-2678744236,ACTIVE
8697,8639,173,2000,HALF_YEARLY,11,2025-08-02,Indian Bank-1272233336,ACTIVE
8698,6170,130,2000,HALF_YEARLY,27,2025-10-11,ICICI-6309687004,ACTIVE
8699,4980,47,1000,MONTHLY,7,2025-07-04,Indian Bank-3038071113,CANCELLED
8700,5438,35,2000,MONTHLY,12,2025-02-12,Axis-4664435238,ACTIVE
8701,6603,31,500,MONTHLY,17,2025-04-05,HDFC-9634684178,ACTIVE
8702,8217,120,500,MONTHLY,9,2025-03-21,Canara-8658785761,ACTIVE
8703,2792,18,2000,MONTHLY,25,2025-07-12,ICICI-3708519217,ACTIVE
8704,3016,9,500,QUARTERLY,1,2025-08-04,HDFC-4387994138,ACTIVE
8705,9990,89,10000,MONTHLY,5,2025-11-11,Union Bank-3317641772,ACTIVE
8706,3182,60,1000,MONTHLY,21,2025-07-03,ICICI-2860465961,PAUSED
8707,3515,249,1500,MONTHLY,22,2025-12-02,BOB-7229360591,ACTIVE
8708,1160,101,10000,MONTHLY,24,2025-11-09,BOB-6698956116,ACTIVE
8709,3171,203,10000,MONTHLY,20,2025-08-08,SBI-4284366124,PAUSED
8710,111,75,1500,YEARLY,6,2025-05-18,ICICI-6410715192,ACTIVE
8711,9705,149,10000,MONTHLY,7,2025-04-13,Axis-3048108267,ACTIVE
8712,7091,141,1000,MONTHLY,26,2025-12-31,PNB-2160900885,ACTIVE
8713,4426,190,2000,MONTHLY,15,2025-08-26,ICICI-2944850276,ACTIVE
8714,2276,128,500,YEARLY,15,2025-02-07,Kotak-8231169198,ACTIVE
8715,4204,14,3000,MONTHLY,17,2025-09-12,Indian Bank-3037523080,ACTIVE
8716,8339,250,5000,MONTHLY,17,2025-06-22,Union Bank-2561204499,CANCELLED
8717,6399,75,5000,YEARLY,6,2025-11-29,SBI-1400611790,ACTIVE
8718,826,135,1500,MONTHLY,6,2025-12-18,Indian Bank-8082722161,ACTIVE
8719,1340,167,3000,QUARTERLY,5,2025-02-27,PNB-8673441618,ACTIVE
8720,4052,144,5000,MONTHLY,4,2025-08-31,Indian Bank-5928509695,COMPLETED
8721,9717,233,2000,MONTHLY,2,2025-02-21,Union Bank-3763361056,ACTIVE
8722,5402,240,500,MONTHLY,8,2025-04-11,Union Bank-6309494391,ACTIVE
8723,10000,134,5000,MONTHLY,26,2025-12-20,Canara-5001295455,ACTIVE
8724,7041,48,500,MONTHLY,19,2025-07-15,Indian Bank-8379043455,ACTIVE
8725,9652,11,2000,MONTHLY,26,2025-10-26,ICICI-9128837308,ACTIVE
8726,8099,107,5000,MONTHLY,26,2025-01-30,BOB-4164072827,ACTIVE
8727,5404,232,500,MONTHLY,9,2025-08-04,SBI-7791427435,ACTIVE
8728,974,163,3000,MONTHLY,28,2025-08-30,Canara-6935639461,ACTIVE
8729,9737,177,3000,MONTHLY,5,2025-06-10,PNB-6665879948,ACTIVE
8730,989,2,5000,MONTHLY,5,2025-04-01,SBI-7107124696,ACTIVE
8731,3300,18,5000,QUARTERLY,23,2025-09-12,PNB-2799244557,ACTIVE
8732,7760,68,1500,HALF_YEARLY,5,2025-04-21,Axis-4622277156,ACTIVE
8733,3942,74,500,MONTHLY,27,2025-05-02,Union Bank-2463005213,ACTIVE
8734,6830,132,1000,HALF_YEARLY,12,2025-09-02,PNB-5573436792,ACTIVE
8735,1700,49,3000,MONTHLY,20,2025-05-15,Canara-1990679803,ACTIVE
8736,6413,102,1000,MONTHLY,27,2025-02-15,Canara-5812265208,ACTIVE
8737,2438,87,2000,MONTHLY,4,2025-03-31,PNB-1896880820,ACTIVE
8738,850,164,3000,MONTHLY,13,2025-04-27,Indian Bank-3252156496,ACTIVE
8739,5750,70,500,MONTHLY,6,2025-01-18,Canara-8998701237,ACTIVE
8740,7956,141,10000,MONTHLY,19,2025-05-13,Indian Bank-5163892930,ACTIVE
8741,7981,117,1000,MONTHLY,6,2025-04-15,BOB-2509408826,ACTIVE
8742,4915,144,2000,MONTHLY,25,2025-08-09,PNB-3391887194,ACTIVE
8743,3054,16,500,MONTHLY,5,2025-03-25,Kotak-5650955203,ACTIVE
8744,5279,195,500,MONTHLY,23,2025-06-07,Axis-8019028805,ACTIVE
8745,155,180,500,YEARLY,1,2025-11-13,Kotak-6343297212,ACTIVE
8746,4665,18,3000,MONTHLY,4,2025-10-26,PNB-6257922895,PAUSED
8747,6754,179,500,MONTHLY,28,2025-04-29,Kotak-5003792558,PAUSED
8748,597,12,1000,MONTHLY,12,2025-08-25,ICICI-1884985801,ACTIVE
8749,9261,30,1000,QUARTERLY,17,2025-03-29,Axis-7051338445,ACTIVE
8750,2245,154,500,MONTHLY,19,2025-08-01,BOB-8621136458,ACTIVE
8751,1532,74,1000,MONTHLY,10,2025-03-08,Axis-5718502718,ACTIVE
8752,2306,56,1500,QUARTERLY,22,2025-11-21,ICICI-8659957285,ACTIVE
8753,6495,244,1000,YEARLY,17,2025-09-03,Indian Bank-9957595100,ACTIVE
8754,1169,59,5000,MONTHLY,15,2025-01-28,Axis-7791384606,PAUSED
8755,9822,118,3000,MONTHLY,28,2025-10-05,SBI-2244943270,ACTIVE
8756,6849,229,3000,MONTHLY,16,2025-11-13,Axis-6221018324,ACTIVE
8757,9357,78,5000,MONTHLY,24,2025-11-01,Indian Bank-3111975107,ACTIVE
8758,842,53,500,MONTHLY,11,2025-03-25,HDFC-1413208402,PAUSED
8759,4250,239,1000,QUARTERLY,14,2025-09-28,HDFC-5172382329,ACTIVE
8760,3468,135,3000,MONTHLY,14,2025-04-12,Kotak-8698609294,ACTIVE
8761,2202,191,2000,MONTHLY,9,2025-11-07,Axis-1479842664,CANCELLED
8762,1630,119,1500,QUARTERLY,13,2025-04-06,BOB-5217442887,PAUSED
8763,4096,167,1500,QUARTERLY,1,2025-02-06,Canara-8469012021,ACTIVE
8764,7671,193,500,MONTHLY,22,2025-07-24,ICICI-5382084950,ACTIVE
8765,4532,63,500,MONTHLY,27,2025-09-15,Indian Bank-1631731166,ACTIVE
8766,9445,208,2000,MONTHLY,4,2025-03-28,SBI-9420166040,CANCELLED
8767,1045,136,5000,HALF_YEARLY,11,2025-01-11,HDFC-8645172957,ACTIVE
8768,1296,88,3000,MONTHLY,27,2025-01-10,Indian Bank-6712812624,ACTIVE
8769,1421,19,1000,MONTHLY,21,2025-04-28,Kotak-5697807141,ACTIVE
8770,9905,35,10000,MONTHLY,24,2025-09-22,ICICI-2724264267,ACTIVE
8771,7837,212,5000,MONTHLY,6,2025-08-08,ICICI-2909764516,PAUSED
8772,3825,147,1000,MONTHLY,4,2025-08-04,PNB-9490829988,PAUSED
8773,3264,2,5000,MONTHLY,18,2025-09-01,ICICI-1043581699,ACTIVE
8774,8603,193,5000,YEARLY,2,2025-01-07,ICICI-8136924896,ACTIVE
8775,4410,231,5000,HALF_YEARLY,28,2025-11-18,Canara-7109481727,CANCELLED
8776,8061,38,10000,MONTHLY,16,2025-09-13,PNB-3482969028,COMPLETED
8777,3329,163,2000,MONTHLY,13,2025-06-16,PNB-5760919464,ACTIVE
8778,73,8,500,MONTHLY,3,2025-07-08,Indian Bank-3406338970,ACTIVE
8779,205,61,1000,YEARLY,2,2025-10-27,ICICI-3178479488,ACTIVE
8780,3300,99,2000,MONTHLY,9,2025-06-03,PNB-9690233968,ACTIVE
8781,729,97,3000,MONTHLY,14,2025-10-20,PNB-8513756724,ACTIVE
8782,4437,5,1500,MONTHLY,13,2025-07-28,Kotak-2584006730,ACTIVE
8783,1541,125,5000,MONTHLY,22,2025-10-23,ICICI-1216088136,COMPLETED
8784,8614,129,5000,MONTHLY,7,2025-05-23,Indian Bank-7598581684,PAUSED
8785,5435,84,1500,QUARTERLY,25,2025-01-22,Union Bank-4498328729,PAUSED
8786,8439,37,1000,MONTHLY,28,2025-10-06,SBI-8234001136,ACTIVE
8787,858,3,2000,MONTHLY,3,2025-01-02,PNB-9300343727,ACTIVE
8788,826,58,3000,MONTHLY,24,2025-08-10,Kotak-2294809087,COMPLETED
8789,2505,214,2000,QUARTERLY,4,2025-07-26,Indian Bank-4418264014,ACTIVE
8790,7086,145,10000,MONTHLY,16,2025-10-26,Union Bank-8906375734,ACTIVE
8791,5239,159,2000,MONTHLY,14,2025-04-07,PNB-3860144832,ACTIVE
8792,5176,33,500,MONTHLY,25,2025-12-11,Canara-9561411865,ACTIVE
8793,8962,18,3000,MONTHLY,11,2025-08-23,PNB-1101729574,ACTIVE
8794,6045,79,500,MONTHLY,10,2025-08-24,PNB-9525491635,ACTIVE
8795,7812,174,1500,MONTHLY,19,2025-12-23,BOB-9752837963,ACTIVE
8796,68,207,10000,YEARLY,22,2025-04-25,ICICI-5516262193,CANCELLED
8797,9470,220,2000,MONTHLY,13,2026-01-01,HDFC-5866635578,ACTIVE
8798,9801,181,2000,MONTHLY,4,2025-07-08,PNB-1624843807,ACTIVE
8799,2211,103,1500,MONTHLY,2,2025-02-16,Union Bank-5102106315,ACTIVE
8800,9413,212,1500,MONTHLY,21,2025-02-10,ICICI-9751482280,ACTIVE
8801,8469,70,5000,MONTHLY,25,2025-06-19,Canara-5912027968,ACTIVE
8802,7858,51,5000,MONTHLY,1,2025-03-10,Axis-8847360165,ACTIVE
8803,7866,179,2000,MONTHLY,15,2025-02-10,Kotak-4111196278,ACTIVE
8804,2001,63,500,MONTHLY,24,2025-08-15,SBI-4549235510,ACTIVE
8805,183,233,2000,MONTHLY,26,2025-04-10,HDFC-8460602414,ACTIVE
8806,3962,67,500,YEARLY,3,2025-10-03,BOB-8528375497,PAUSED
8807,7320,167,500,MONTHLY,14,2025-12-12,PNB-1261299139,ACTIVE
8808,6575,243,3000,MONTHLY,9,2025-06-24,Indian Bank-7765146897,ACTIVE
8809,1384,122,2000,MONTHLY,14,2025-05-06,BOB-9706354613,ACTIVE
8810,129,162,1000,MONTHLY,26,2025-04-25,SBI-2540527311,ACTIVE
8811,5407,152,3000,MONTHLY,20,2025-07-04,Axis-8293542864,PAUSED
8812,260,1,10000,MONTHLY,21,2025-08-02,Kotak-3603876324,PAUSED
8813,5938,146,10000,MONTHLY,16,2025-05-07,Indian Bank-4445752617,ACTIVE
8814,1418,11,500,MONTHLY,13,2025-12-28,SBI-9956774950,ACTIVE
8815,71,58,5000,MONTHLY,5,2025-03-25,Axis-2309060985,ACTIVE
8816,8094,185,10000,MONTHLY,9,2025-06-13,Axis-8930578028,ACTIVE
8817,2253,100,500,QUARTERLY,16,2025-12-27,Kotak-2698433945,COMPLETED
8818,2709,65,1000,MONTHLY,11,2025-10-26,Canara-5122440237,CANCELLED
8819,7992,37,10000,MONTHLY,9,2025-12-20,BOB-7752318212,ACTIVE
8820,810,153,10000,MONTHLY,19,2025-07-14,SBI-4720358355,ACTIVE
8821,1568,91,500,MONTHLY,21,2025-01-16,Union Bank-4555343088,ACTIVE
8822,6069,52,5000,MONTHLY,23,2025-06-24,Indian Bank-3837089249,ACTIVE
8823,3296,161,5000,MONTHLY,28,2025-03-21,SBI-3398411415,ACTIVE
8824,3893,70,5000,MONTHLY,5,2025-11-30,Kotak-9628534763,ACTIVE
8825,2792,184,500,MONTHLY,24,2025-12-16,BOB-8783699832,ACTIVE
8826,8638,236,2000,MONTHLY,14,2025-03-04,PNB-3499334181,CANCELLED
8827,3031,69,5000,MONTHLY,13,2025-12-29,Indian Bank-4704016416,CANCELLED
8828,9655,111,5000,MONTHLY,7,2025-09-28,Indian Bank-1046583007,ACTIVE
8829,6904,97,10000,MONTHLY,19,2025-11-10,Axis-6670311417,ACTIVE
8830,4582,248,3000,MONTHLY,26,2025-03-28,Kotak-3415381056,PAUSED
8831,1481,230,1500,MONTHLY,17,2025-04-09,ICICI-4531280181,ACTIVE
8832,9733,17,1000,QUARTERLY,16,2025-11-28,BOB-1795579814,ACTIVE
8833,364,143,1000,YEARLY,13,2025-08-08,SBI-7812372642,ACTIVE
8834,6725,92,5000,MONTHLY,28,2025-01-25,HDFC-4559098583,ACTIVE
8835,163,192,500,QUARTERLY,22,2025-04-17,Kotak-2794100183,ACTIVE
8836,7998,30,2000,QUARTERLY,7,2025-09-13,Union Bank-6921464846,ACTIVE
8837,7630,211,500,MONTHLY,1,2025-05-20,ICICI-6571083771,ACTIVE
8838,6859,49,5000,MONTHLY,12,2025-12-24,Indian Bank-9648788772,ACTIVE
8839,2436,34,500,MONTHLY,13,2025-11-06,Kotak-8121185511,ACTIVE
8840,3248,32,5000,YEARLY,17,2025-08-30,SBI-9762805175,ACTIVE
8841,2657,232,10000,MONTHLY,5,2025-02-03,Canara-1953471149,PAUSED
8842,4502,3,5000,MONTHLY,23,2025-09-24,Kotak-8080577753,ACTIVE
8843,3261,136,2000,MONTHLY,8,2025-05-16,HDFC-4253207860,ACTIVE
8844,2177,131,500,MONTHLY,16,2025-05-22,Kotak-1844711055,ACTIVE
8845,7841,109,3000,YEARLY,28,2025-01-11,Axis-4417518211,ACTIVE
8846,6730,205,2000,MONTHLY,11,2025-09-14,SBI-1270849633,ACTIVE
8847,8308,109,10000,MONTHLY,13,2025-12-26,Axis-3931950851,ACTIVE
8848,4010,206,2000,MONTHLY,28,2025-01-05,Indian Bank-8124103930,CANCELLED
8849,3279,215,2000,MONTHLY,11,2025-01-12,Union Bank-4218948630,ACTIVE
8850,8788,87,2000,MONTHLY,20,2025-05-01,Union Bank-6231540369,ACTIVE
8851,4224,164,5000,HALF_YEARLY,2,2025-10-19,PNB-5253909050,PAUSED
8852,5365,224,10000,MONTHLY,1,2025-07-21,Indian Bank-2305567169,ACTIVE
8853,8480,159,1500,MONTHLY,1,2025-03-24,PNB-9974011691,CANCELLED
8854,7756,250,2000,MONTHLY,18,2025-01-03,Canara-9231170516,ACTIVE
8855,2797,102,5000,MONTHLY,24,2025-09-14,PNB-5928185235,ACTIVE
8856,865,190,5000,MONTHLY,4,2025-02-22,BOB-5535425288,COMPLETED
8857,3709,205,10000,MONTHLY,28,2025-09-12,SBI-6671453942,ACTIVE
8858,6710,182,1500,MONTHLY,11,2025-02-23,PNB-8889576216,ACTIVE
8859,3615,179,1500,MONTHLY,18,2025-08-03,HDFC-7905639064,ACTIVE
8860,9094,44,500,MONTHLY,5,2025-07-01,BOB-1144757117,ACTIVE
8861,1788,172,1500,MONTHLY,4,2025-10-23,SBI-3331179855,ACTIVE
8862,5198,130,500,MONTHLY,23,2025-01-18,BOB-8448154056,ACTIVE
8863,5432,92,10000,MONTHLY,4,2025-10-24,Union Bank-6112677798,ACTIVE
8864,5854,82,1000,MONTHLY,14,2025-07-10,BOB-6382886133,ACTIVE
8865,2179,39,500,MONTHLY,2,2025-07-09,SBI-2646958636,ACTIVE
8866,2294,110,2000,MONTHLY,17,2025-06-04,Indian Bank-9065538663,ACTIVE
8867,1989,150,3000,QUARTERLY,6,2025-01-25,ICICI-2725589614,ACTIVE
8868,5594,89,3000,QUARTERLY,27,2025-07-04,Union Bank-4107819460,ACTIVE
8869,9773,49,2000,QUARTERLY,28,2025-07-16,Canara-5688358996,ACTIVE
8870,5870,52,3000,QUARTERLY,11,2025-04-02,ICICI-7694977365,ACTIVE
8871,9412,167,5000,MONTHLY,3,2025-10-02,Union Bank-7300428560,ACTIVE
8872,4092,161,2000,MONTHLY,15,2025-11-21,ICICI-1424256533,ACTIVE
8873,5360,134,10000,MONTHLY,24,2025-07-14,ICICI-9212560594,ACTIVE
8874,7634,250,1500,MONTHLY,22,2025-10-11,PNB-5517456713,ACTIVE
8875,5663,64,500,MONTHLY,20,2025-04-19,Kotak-5079191412,PAUSED
8876,4912,211,5000,QUARTERLY,14,2025-12-21,ICICI-2392504440,ACTIVE
8877,6539,117,2000,YEARLY,23,2025-03-21,SBI-8925197032,ACTIVE
8878,89,183,1000,MONTHLY,11,2025-07-09,SBI-1053256903,PAUSED
8879,6707,1,5000,MONTHLY,11,2025-07-06,Union Bank-8951280698,ACTIVE
8880,7305,172,2000,MONTHLY,3,2025-03-09,Axis-6313921470,ACTIVE
8881,8498,92,3000,MONTHLY,14,2025-05-10,ICICI-9853788295,ACTIVE
8882,7725,21,10000,MONTHLY,16,2025-12-20,Union Bank-4136045745,ACTIVE
8883,6922,125,3000,MONTHLY,10,2025-12-19,Kotak-2694202645,ACTIVE
8884,5509,217,500,MONTHLY,4,2025-12-03,Canara-5345474217,ACTIVE
8885,3337,94,10000,MONTHLY,24,2025-10-02,Axis-1455434035,ACTIVE
8886,7720,9,500,MONTHLY,26,2025-08-17,Canara-9393109247,ACTIVE
8887,517,168,5000,MONTHLY,26,2025-12-24,Union Bank-5671415525,ACTIVE
8888,4527,194,1000,MONTHLY,22,2025-03-20,HDFC-2055490610,COMPLETED
8889,9980,246,500,MONTHLY,10,2025-05-04,BOB-9825663058,COMPLETED
8890,5764,198,500,QUARTERLY,7,2025-08-21,Kotak-2794245848,ACTIVE
8891,2645,249,1500,MONTHLY,14,2025-11-20,Union Bank-2657635896,PAUSED
8892,9336,163,10000,MONTHLY,22,2025-05-12,ICICI-8907268257,ACTIVE
8893,7487,129,10000,MONTHLY,5,2025-12-08,SBI-3410401208,ACTIVE
8894,3195,200,10000,MONTHLY,25,2025-08-08,PNB-1665886761,ACTIVE
8895,8820,74,1000,MONTHLY,28,2025-09-26,SBI-9391545076,ACTIVE
8896,7636,199,3000,MONTHLY,4,2025-07-20,HDFC-6573524274,ACTIVE
8897,3107,153,1500,MONTHLY,1,2025-12-03,Kotak-5454951478,ACTIVE
